Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2
Last Best Voice PAC,01/01/2026 to 03/25/2026,C6,2026-01-14 0:00:00,Narrator Creative Consulting,,,,1008 Saint Johns Ave,Billings,MT,59102,,1000,2,Consulting,,GN,,JANUARY,"PR, writing & consulting services for JAN 2026",Y,,,,,,,,,
Last Best Voice PAC,01/01/2026 to 03/25/2026,C6,2026-01-08 0:00:00,"Sum Bookkeeper, LLC",,,,100 24th Street West #1-2409,Billings,MT,59102,,122.4,2,DECEMBER BOOKKEEPING & SUBSCRIPTION,,GN,QUICKBOOKS,JANUARY,DECEMBER BOOKKEEPING & SUBSCRIPTION,Y,,,,,,,,,
Last Best Voice PAC,01/01/2026 to 03/25/2026,C6,2026-01-07 0:00:00,,JESSE,,THERIEN,PO Box 11756,JACKSON,WY,83002,,10,2,Mailing supplies,,GN,,,REIMBUSE POSTAGE,N,,,,,,,,,
Last Best Voice PAC,11/26/2025 to 12/31/2025,C6,2025-12-11 0:00:00,Holter Museum,,,,12 E Lawrence,Helena,MT,59601,,225,2,Event Space Rental,,GN,,,Fundraising event,N,,,,,,,,,
Last Best Voice PAC,11/26/2025 to 12/31/2025,C6,2025-12-08 0:00:00,Narrator Creative Consulting,,,,1008 Saint Johns Ave,Billings,MT,59102,,360.98,2,Website & Emails,,GN,Squarespace,,Squarespace website and email reimbursement,N,,,,,,,,,
Last Best Voice PAC,11/26/2025 to 12/31/2025,C6,2025-12-08 0:00:00,Narrator Creative Consulting,,,,1008 Saint Johns Ave,Billings,MT,5999991,,2000,2,Consulting,,GN,,Nov & Dec,"PR, Writing & Consulting Services",N,,,,,,,,,
Last Best Voice PAC,11/26/2025 to 12/31/2025,C6,2025-12-03 0:00:00,"Sum Bookkeeper, LLC",,,,100 24th Street West #1-2409,Billings,MT,59102,,39,2,Accounting,,GN,,November,Accounting services,N,,,,,,,,,
Last Best Voice PAC,10/25/2025 to 11/25/2025,C6,2025-11-25 0:00:00,Anedot,,,,1340 Poydras St #1770,New Orleans,LA,70112,,43.65,2,Donation Fees,,GN,Anedot,3 donations,Fundraising,N,,,,,,,,,
Last Best Voice PAC,10/25/2025 to 11/25/2025,C6,2025-11-05 0:00:00,"Sum Bookkeeper, LLC",,,,100 24th Street West #1-2409,Billings,MT,59102,,63.5,2,Accounting Services,,GN,,,Administration,N,,,,,,,,,
Last Best Voice PAC,09/26/2025 to 10/24/2025,C6,2025-10-24 0:00:00,Anedot,,,,1340 Poydras St #1770,New Orleans,LA,70112,,10.26,2,Donation Fees,,GN,Anedot,09/26 - 10/24,Fundraising,N,,,,,,,,,
Last Best Voice PAC,09/26/2025 to 10/24/2025,C6,2025-10-03 0:00:00,"Sum Bookkeeper, LLC",,,,100 24th Street West #1-2409,Billings,MT,59102,,160,2,Accounting Services,,GN,,September 2025,Administration,N,,,,,,,,,
Last Best Voice PAC,09/26/2025 to 10/24/2025,C6,2025-10-01 0:00:00,Harland Check Order,,,,P.O. Box 80350,Billings,MT,59108,,32,2,Checks,,GN,,,Administration,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,03/21/2026 to 04/25/2026,C6,2026-03-22 0:00:00,,Kristen,,Newmann,PO BOx 190836,Hungry Horse,MT,59919,,250,2,honorarium for speaking at LIncoln Reagan Dinner,,PM,Lincoln Reagan Dinner,,speaking,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,03/21/2026 to 04/25/2026,C6,2026-03-22 0:00:00,,Rob,,Natelson,266 Zang St.,Lakewood,CO,80228,,1042.1,2,Travel to speak at Lincoln Reagan Dinner,,PM,Lincoln Reagan Dinner,,,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-03-19 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena,MT,59601,,55,2,Website hosting,,PM,internet,1 month,hosting,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-03-09 0:00:00,,Becky,,Stockton,1430 Boston Road,Helena,MT,59602,,50,2,reimburse for booth at Helena gun show,,PM,County Fairgrounds,2 day gun show,booth rental,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-03-02 0:00:00,US Postal Service,,,,2300 Harris St,Helena,MT,59601,,196,2,Post Office Box Rental,,PM,Box Rental,1 year,PO Box 6353,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-02-26 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena,MT,59601,,55,2,Website hosting,,PM,Internet,1 month,Hosting website,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-02-09 0:00:00,Montana Radio Company,,,,2520 Airport Rd,Helena,MT,59601,,1000,2,Radio advertising for Lincoln Reagan Trump dinner March 22,,PM,Radio,100 ad spots,make and play ads,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-02-09 0:00:00,Tapco-KL,,,,p o Box286,Helena,MT,59604,,325,2,Insurance for LR dinner,,PM,Insurance Policy,one day event on March 22 2026,Responsible event protection,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-01-20 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena,MT,59601,,55,2,WEBSITE HOSTING 1 MONTH FEE,,PM,Digital,one month,media advertising,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,01/01/2026 to 03/20/2026,C6,2026-01-12 0:00:00,,Sandy,,Holland,1307 Warehouse Ave.,Helena,MT,59601,,30,2,Reimbursement for ticket printing,,PM,upcoming event,50,Fundraising,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,10/07/2025 to 12/31/2025,C6,2025-12-27 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena Mt,MT,59601,,55,3,WEB HOSTING,All Republicans,PM,Internet,One Month,Digital services,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,10/07/2025 to 12/31/2025,C6,2025-12-02 0:00:00,U Haul Moving and Storage,,,,1700 Cedar Street,Helena,MT,59601,,389.7,3,Storage for Banners and booth decorations,All Republicans,PM,Lockable and available storage,Six Months,Lockable and available storage,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,10/07/2025 to 12/31/2025,C6,2025-11-29 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena,MT,59601,,55,3,WEB HOSTING,All Republicans,PM,internet,One month,Digital,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,10/07/2025 to 12/31/2025,C6,2025-10-26 0:00:00,Montana Radio Company,,,,2520 Airport Road,Helena,MT,59601,,55,3,WEBSITE & HOSTING,All Republicans,PM,Internet,October monthly,Digital services,N,,,,,,,,,
Lewis & Clark County Republican Central Cmte.,10/07/2025 to 12/31/2025,C6,2025-10-13 0:00:00,,Becky,,Stockton,1430 Boston Road,Helena,MT,59602,,52,3,re imbursements for Fair collaterals,all republicans,PM,onsite county fair,one booth,printing and misc.,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-15 0:00:00,Montana Federation of Republican Women,,,,PO Box 393,Lakeside,MT,59922,,192.5,2,State and national dues for members,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-10 0:00:00,L&C GOP Central Committee,,,,PO Box 6353,Helena,MT,59604,,375,2,Registration for Young Republicans to Lincoln/Reagan Dinner,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-10 0:00:00,,Mary,,Tapper,6050 Willow Creek Rd.,Helena,MT,59601,,240.08,2,"Patriotic pins, hats, printing of brochure",,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-06 0:00:00,Internal Revenue Service,,,,Online,Helena,MT,59601,,152.3,2,Taxes due on Interest earned in 2025,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,Mastercard,,,,PO Box 35138,Seattle,WA,98124,,192,2,Annual fee for Website hosting,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,C&R Catering,,,,2016 E. Broadway,Helena,MT,59601,,643.5,2,Catering for monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room Rent for monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,U.S. Post Office,,,,Fee Street,Helena,MT,59601,,196,2,Annual fee for PO box,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59602,,30,2,Zoom tech for luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,03/26/2026 to 04/25/2026,C6,2026-04-03 0:00:00,Square,,,,online,Helena,MT,59601,,9.11,2,Credit card expense fees,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-19 0:00:00,Montana Federation of Republican Women,,,,PO Box 393,Lakeside,MT,59922,,302.5,2,State and national dues in Montana federation for members,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-06 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room Rent for monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-06 0:00:00,,Connie,,Jerome,535 Peno Lane,East Helena,MT,59635,,94.48,2,Paper and ink supplies for membership mailings,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-06 0:00:00,Mastercard,,,,PO Box 35138,Seattle,WA,98124,,100,2,Room rent for luncheon at Kleffner Ranch,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-06 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59602,,30,2,Zoom tech for monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-03-06 0:00:00,C&R Catering,,,,2016 E. Broadway,Helena,MT,59601,,577.5,2,Catering for monthly luncheon,,GN,,35 meals,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-02-13 0:00:00,,Danette,,Warren,8473 Green Meadow Dr.,Helena,MT,59602,,165.9,2,Zoom annual subscription,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-02-09 0:00:00,Square,,,,online,Helena,MT,59602,,4.89,2,Credit card expense on purchases by credit card,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-02-09 0:00:00,Montana Federation of Republican Women,,,,PO Box 393,Lakeside,MT,59922,,275,2,State and national dues for Montana federation for members,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-02-06 0:00:00,Chili O'Briens,,,,1711 Gold Rush Ave.,Helena,MT,59601,,651.36,2,Catering for monthly luncheon,,GN,,42 meals,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-02-06 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59602,,30,2,Zoom tech for monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-01-07 0:00:00,Montana Federation of Republican Women,,,,PO  Box 393,Lakeside,MT,59922,,1072.5,2,State and national dues to state federation for members,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-01-07 0:00:00,Montana Federation of Republican Women,,,,PO Box 393,Lakeside,MT,59922,,25,2,Service fee for Montana Federation members,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-01-02 0:00:00,Chili O'Briens,,,,1711 Gold Rush Ave.,Helena,MT,59601,,460.2,2,Catering for monthly luncheon,,GN,,33 meals,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-01-02 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room rent for luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,01/01/2026 to 03/25/2026,C6,2026-01-02 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59602,,30,2,Zoom tech for monthly meeting,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-05 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59601,,30,2,Zoom tech for meeting,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-05 0:00:00,Helena Xpress Singers,,,,Helena,Helena,MT,59601,,150,2,Entertainment at monthly luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-05 0:00:00,,Judy,,Nakagawa,4360 Lonewood Rd.,Helena,MT,59602,,25.1,2,Monthly luncheon expense,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-05 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room rent for luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-01 0:00:00,First Interstate Bank,,,First Interstate Bank,PO Box 35138,Seattle,WA,98124,,40,2,Flowers for sick member,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-21 0:00:00,,Mary,,Tapper,6050 Willow Creek Rd.,Helena,MT,59601,,2042.72,2,Travel expenses to National convention,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-07 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59601,,30,2,Zoom tech for meeting,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-07 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room rent for luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-07 0:00:00,Chili O'Briens,,,,1711 Gold Rush Ave.,Helena,MT,59601,,531,2,Monthly luncheon catering,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-10 0:00:00,,Mary,,Tapper,6050 Willow Creek Rd.,Helena,MT,59601,,174.39,2,Sign for the club,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-10 0:00:00,,Ruth,,Rater,724 Pintail Ct.,Helena,MT,59602,,699.08,2,Monthly luncheon catering,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-10 0:00:00,,Mary,,Tapper,6050 Willow Creek Rd.,Helena,MT,59601,,308.49,2,Jewelry Purchase,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-10 0:00:00,,Danette,,Warren,8473 Green Meadow Dr.,Helena,MT,59602,,77.88,2,Quicken subscription,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-03 0:00:00,Doubletree Hotel,,,,22 N. Last Chance,Helena,MT,59601,,50,2,Room rent for luncheon,,GN,,,,N,,,,,,,,,
Lewis & Clark County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-03 0:00:00,,Joseph,,Elford,2830 Tea Rd.,Helena,MT,59601,,30,2,Zoom tech for meeting,,GN,,,,N,,,,,,,,,
Lewis & Clark PAC,03/26/2026 to 04/30/2026,C6,2026-04-01 0:00:00,Chain Bridge Bank,,,Chain Bridge Bank,1445-A Laughlin Avenue,McLean,VA,22101,,7,2,SERVICE CHARGE BANK FEE,,PM,,,,N,,,,,,,,,
Lewis & Clark PAC,01/01/2026 to 03/25/2026,C6,2026-02-28 0:00:00,Chain Bridge Bank,,,Chain Bridge Bank,1445A Laughlin Ave,McLean,VA,22101,,7,2,Service charge,,PM,,,,N,,,,,,,,,
Lewis & Clark PAC,01/01/2026 to 03/25/2026,C6,2026-01-31 0:00:00,Chain Bridge Bank,,,Chain Bridge Bank,1445A Laughlin Ave,McLean,VA,22101,,7,2,Service charge,,PM,,,,N,,,,,,,,,
Lewis & Clark PAC,10/01/2025 to 12/31/2025,C6,2026-01-01 0:00:00,Chain Bridge Bank,,,Chain Bridge Bank,1445A Laughlin Ave,McLean,VA,22101,,7,2,Service charge,,GN,,,,N,,,,,,,,,
Lewis & Clark PAC,10/01/2025 to 12/31/2025,C6,2025-11-20 0:00:00,Chain Bridge Bank,,,Chain Bridge Bank,1445A Laughlin Ave,McLean,VA,22101,,25,2,Wire Transfer Service Charge,,GN,,,,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,03/26/2026 to 04/25/2026,C6,2026-04-25 0:00:00,ActBlue,,,,366 Summer St,Sommerville,MA,2144,,61.76,2,ActBlue fees,,GN,ActBlue,40 donations,Act Blue fees for 40 donations (3/26/2026 - 4/25/2026),N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,03/26/2026 to 04/25/2026,C6,2026-04-12 0:00:00,Montana Playwrights Network,,,,1319 Helena Ave,Helena,MT,59601,,475,2,Facility rental fee for 4/12/2026 Dem primary debates,,GN,,1 day rental,Facility rental fee for 4/12/2026 Dem primary debates,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,03/26/2026 to 04/25/2026,C6,2026-03-31 0:00:00,Intrepid Credit Union,,,Intrepid Credit Union,915 Kessler St,Helena,MT,59601,,2.5,2,Bank service charge,,GN,,1 month,Monthly service fee,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,03/26/2026 to 04/25/2026,C6,2026-03-27 0:00:00,MailChimp,,,,405 N Angier Ave,Atlanta,GA,30308,,100,2,Email Service Charge,,GN,Mailchimp,1 month,1 month email service fee,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-03-25 0:00:00,ActBlue,,,,PO Box 441146,Somerville,MA,2144,,5.75,2,ActBlue Fees (March 15-25 2026),,GN,ActBlue,Fees for 8 contributions,ActBlue Fees 3/15-3/25 2026 (8 contributions),N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-03-17 0:00:00,,Shani,,Henry,841 Hauser Blvd,Helena,MT,59601,,70.97,2,Reimbursement for rental expense of L&C County Fairgrounds covered picnic shelter for event in June 2026,,GN,,1 days rental,Reimbursement for rental expense of L&C County Fairgrounds covered picnic shelter for event in June 2026,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-03-17 0:00:00,Montana Medical Association,,,,2021 11th Ave #1,Helena,MT,59601,,75,2,"Monthly meeting room charges x3 (April, May and June)",,GN,,3 month,monthly meeting room charges $25x3 (April May and June 2026),N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-03-15 0:00:00,ACTBLUE,,,,PO BOX 441146,Somerville,MA,2144,,26.4,2,Act Blue Fees Jan 1 - March 15 2026,,GN,ActBlue,48 donations,ActBlue service fees for 48 donations 1/1/26 - 3/15/26,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-28 0:00:00,Intrepid Credit Union,,,Intrepid Credit Union,1930 Prospect Ave,Helena,MT,59601,,2.5,2,Bank service charge,,GN,,1 Month,Banking service fee,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-28 0:00:00,MT Ascension Gastropub,,,MT Ascension Gastropub,317 Cruse Ave,Helena,MT,59601,,600,2,Catering Service for 3/07/2026 M&M Brunch,,GN,,Bagels & Yogurt for attendees - Amount unspecified,Snack food and catering for M&M Brunch event - bagels and yogurt,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-27 0:00:00,MAILCHIMP,,,,Email Services (1 Month),Atlanta,GA,30308,,100,2,Email services,,GN,Mailchimp,1 Month,Email Services (1 Month),N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-26 0:00:00,Montana Democratic Party,,,,303 N Ewing,Helena,MT,59601,,500,2,Sponsorship for Mansfield Metcalf Dinner,,GN,,1 Bronze Sponsorship,Bronze Sponsorship for Mansfield Metcalf Dinner,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-22 0:00:00,US Postal Service,,,,500 N Last Chance Gulch,Helena,MT,59601,,196,2,Annual PO Box renewal fee,,GN,,1 Year Renewal,Renewal for Annual PO Box Service,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-17 0:00:00,Montana Medical Association,,,,2021 11th Ave,Helena,MT,59601,,75,2,Meeting Room Rental Expense,,GN,,3 Months,Meeting room rental for 3 months ($25 per use),N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-02-04 0:00:00,Montana Democratic Party,,,,303 N Ewing ST,Helena,MT,59601,,250,2,Sponsorship for Democratic Heroes Dinner,,GN,,Bronze Sponsorship,Bronze Sponsorship for Democratic Heroes Dinner,N,,,,,,,,,
Lewis and Clark County Democratic Central Committee 2021 onward,01/01/2026 to 03/25/2026,C6,2026-01-31 0:00:00,Intrepid Credit Union,,,Intrepid Credit Union,1930 Prospect Ave,Helena,MT,59601,,2.5,2,Bank service charge,,GN,,1 Month,Banking services fee,N,,,,,,,,,
